"SAM,C,5","PRJ_CD,C,12","SPC,C,3","FLEN,C,4","TLEN,C,4","RWT,C,7","SEX,C,1","MAT,C,1","AGE,C,3"
00004,33D_IA99_NIP,131,410,438,410,2,2,3
00004,33D_IA99_NIP,131,606,634,1490,2,2,4
00006,33D_IA99_NIP,131,593,634,1700,1,2,6
00006,33D_IA99_NIP,131,543,583,1150,2,1,2
00006,33D_IA99_NIP,131,483,510,900,1,2,3
00006,33D_IA99_NIP,131,586,629,1750,2,2,6
00006,33D_IA99_NIP,131,572,617,1650,1,2,4
00006,33D_IA99_NIP,131,511,550,1100,2,2,1
00007,33D_IA99_NIP,131,590,632,1600,2,2,3
00007,33D_IA99_NIP,131,140,147,,2,1,2
00007,33D_IA99_NIP,131,155,163,,1,2,3
00007,33D_IA99_NIP,131,167,176,,1,2,3
00007,33D_IA99_NIP,131,217,225,50,2,2,3
00007,33D_IA99_NIP,131,705,750,2850,2,2,3
00008,33D_IA99_NIP,131,685,726,2750,2,1,3
00008,33D_IA99_NIP,131,700,745,3150,2,2,5
00010,33D_IA99_NIP,131,575,616,1350,2,2,4
00010,33D_IA99_NIP,131,620,664,2250,2,2,3
00010,33D_IA99_NIP,131,764,818,4000,2,2,5
00011,33D_IA99_NIP,131,598,636,1850,2,2,3
00012,33D_IA99_NIP,131,501,530,1000,2,2,2
00012,33D_IA99_NIP,131,555,594,1400,2,2,4
00012,33D_IA99_NIP,131,633,684,2150,2,2,3
00012,33D_IA99_NIP,131,714,762,3050,9,9,4
00012,33D_IA99_NIP,131,708,732,2700,2,2,4
00012,33D_IA99_NIP,131,642,674,1950,2,2,5
00014,33D_IA99_NIP,131,620,662,1650,2,2,5
00014,33D_IA99_NIP,131,690,730,2550,1,2,10
00017,33D_IA99_NIP,131,538,574,1500,1,2,2
00017,33D_IA99_NIP,131,518,554,1100,2,2,1
00019,33D_IA99_NIP,131,630,664,2300,2,2,4
00019,33D_IA99_NIP,131,574,604,1425,2,2,5
00019,33D_IA99_NIP,131,880,938,6500,2,2,10
00019,33D_IA99_NIP,131,652,692,2325,2,2,5
00022,33D_IA99_NIP,131,428,454,570,1,2,1
00023,33D_IA99_NIP,131,344,367,270,2,2,1
00023,33D_IA99_NIP,131,288,310,160,1,2,1
00023,33D_IA99_NIP,131,334,355,230,2,1,1
00023,33D_IA99_NIP,131,370,388,320,2,2,1
00023,33D_IA99_NIP,131,396,423,360,2,2,2
00023,33D_IA99_NIP,131,428,456,350,2,2,3
00023,33D_IA99_NIP,131,590,626,1325,2,2,5
00025,33D_IA99_NIP,131,438,468,600,1,2,1
00025,33D_IA99_NIP,131,402,430,500,1,2,1
00025,33D_IA99_NIP,131,417,455,520,2,2,1
00025,33D_IA99_NIP,131,417,450,510,1,2,1
00025,33D_IA99_NIP,131,396,426,450,2,2,1
00025,33D_IA99_NIP,131,485,518,790,1,2,3
00025,33D_IA99_NIP,131,540,573,1200,1,2,5
00026,33D_IA99_NIP,131,475,508,740,1,2,2
00026,33D_IA99_NIP,131,706,746,3050,2,2,6
00028,33D_IA99_NIP,131,502,536,970,1,2,3
00029,33D_IA99_NIP,131,527,556,1050,2,2,3
00029,33D_IA99_NIP,131,500,526,950,1,2,2
00029,33D_IA99_NIP,131,612,654,1900,2,2,3
00030,33D_IA99_NIP,131,700,740,2550,2,2,4
00031,33D_IA99_NIP,131,889,936,7100,2,2,9
00034,33D_IA99_NIP,131,495,537,950,1,2,4
00034,33D_IA99_NIP,131,540,575,1000,2,2,4
00034,33D_IA99_NIP,131,556,598,1350,2,2,2
00035,33D_IA99_NIP,131,468,504,820,2,2,1
00037,33D_IA99_NIP,131,518,552,1050,2,2,3
00037,33D_IA99_NIP,131,440,466,580,1,2,2
00038,33D_IA99_NIP,131,610,653,1700,2,2,4
00038,33D_IA99_NIP,131,664,713,2175,2,2,4
00040,33D_IA99_NIP,131,528,561,1100,2,2,3
00041,33D_IA99_NIP,131,538,573,1040,2,2,2
00041,33D_IA99_NIP,131,474,507,730,1,2,3
00042,33D_IA99_NIP,131,441,470,560,2,2,1
00042,33D_IA99_NIP,131,515,549,1100,2,2,3
00042,33D_IA99_NIP,131,419,447,530,1,2,2
00042,33D_IA99_NIP,131,420,447,500,2,2,1
00042,33D_IA99_NIP,131,464,498,640,1,2,5
00042,33D_IA99_NIP,131,814,855,4900,2,2,6
00043,33D_IA99_NIP,131,532,562,1050,2,2,4
00043,33D_IA99_NIP,131,433,466,630,2,2,1
00043,33D_IA99_NIP,131,551,591,1150,2,2,4
00044,33D_IA99_NIP,131,310,331,220,1,1,1
00044,33D_IA99_NIP,131,400,430,450,1,2,2
00044,33D_IA99_NIP,131,560,592,1450,1,2,5
00044,33D_IA99_NIP,131,420,442,500,1,2,2
00044,33D_IA99_NIP,131,466,495,660,2,2,2
00044,33D_IA99_NIP,131,545,580,1450,2,2,3
00044,33D_IA99_NIP,131,530,560,1100,2,2,4
00044,33D_IA99_NIP,131,460,495,645,1,2,2
00044,33D_IA99_NIP,131,660,750,2500,2,2,4
00044,33D_IA99_NIP,131,750,790,3400,2,2,6
00045,33D_IA99_NIP,131,639,682,2050,2,2,4
00045,33D_IA99_NIP,131,638,679,2150,2,2,3
00047,33D_IA99_NIP,131,565,600,1400,1,2,3
00047,33D_IA99_NIP,131,650,682,2100,1,2,6
00047,33D_IA99_NIP,131,918,963,7100,2,2,9
00048,33D_IA99_NIP,131,487,532,850,1,2,2
00048,33D_IA99_NIP,131,598,636,1600,1,2,6
00048,33D_IA99_NIP,131,792,837,4250,1,2,9
00048,33D_IA99_NIP,131,540,577,1300,2,2,2
00048,33D_IA99_NIP,131,472,503,680,2,1,2
00048,33D_IA99_NIP,131,471,503,,1,2,2
00049,33D_IA99_NIP,131,615,654,1950,2,2,3
00050,33D_IA99_NIP,131,618,656,1850,2,2,3
00053,33D_IA99_NIP,131,477,511,770,2,2,1
00053,33D_IA99_NIP,131,615,654,1950,2,2,3
00053,33D_IA99_NIP,131,775,825,3750,2,2,6
00053,33D_IA99_NIP,131,673,712,2750,2,2,6
00053,33D_IA99_NIP,131,784,836,4500,2,2,5
00055,33D_IA99_NIP,131,642,682,2650,2,2,4
00055,33D_IA99_NIP,131,580,604,1600,2,2,3
00055,33D_IA99_NIP,131,542,578,1600,1,2,4
00055,33D_IA99_NIP,131,737,781,3400,2,2,6
00056,33D_IA99_NIP,131,769,803,3275,2,2,6
00058,33D_IA99_NIP,131,423,453,490,2,2,1
00058,33D_IA99_NIP,131,467,498,730,2,2,1
00059,33D_IA99_NIP,131,298,320,190,2,1,0
00060,33D_IA99_NIP,131,385,413,400,2,2,1
00060,33D_IA99_NIP,131,370,394,310,2,1,1
00060,33D_IA99_NIP,131,485,517,900,1,2,5
00060,33D_IA99_NIP,131,389,416,370,2,2,1
00060,33D_IA99_NIP,131,497,528,910,1,2,3
00060,33D_IA99_NIP,131,492,521,830,2,2,2
00060,33D_IA99_NIP,131,468,497,660,9,9,4
00061,33D_IA99_NIP,131,698,735,2700,2,2,6
00002,18D_IA99_OBO,131,406,439,500,1,2,1
00002,18D_IA99_OBO,131,600,630,1500,1,2,4
00003,18D_IA99_OBO,131,400,423,400,,,1
00003,18D_IA99_OBO,131,585,623,1525,,,6
00004,18D_IA99_OBO,131,510,541,850,2,2,3
00004,18D_IA99_OBO,131,605,640,1625,1,2,4
00005,18D_IA99_OBO,131,385,415,390,1,1,1
00005,18D_IA99_OBO,131,350,376,340,2,2,1
00005,18D_IA99_OBO,131,511,548,975,2,2,3
00006,18D_IA99_OBO,131,464,500,650,1,2,2
00006,18D_IA99_OBO,131,725,770,2550,2,2,4
00007,18D_IA99_OBO,131,415,444,550,1,2,1
00007,18D_IA99_OBO,131,615,665,1900,1,2,5
00009,18D_IA99_OBO,131,460,491,675,2,2,2
00009,18D_IA99_OBO,131,396,417,400,2,1,1
00009,18D_IA99_OBO,131,441,470,600,2,1,1
00011,18D_IA99_OBO,131,443,472,620,2,2,1
00011,18D_IA99_OBO,131,444,475,640,1,2,2
00011,18D_IA99_OBO,131,548,584,1025,2,2,2
00012,18D_IA99_OBO,131,525,555,1075,2,2,2
00013,18D_IA99_OBO,131,628,670,1930,1,2,5
00013,18D_IA99_OBO,131,574,608,1375,1,1,3
00013,18D_IA99_OBO,131,509,544,910,1,2,2
00013,18D_IA99_OBO,131,483,537,975,1,2,3
00014,18D_IA99_OBO,131,432,463,600,1,2,1
00014,18D_IA99_OBO,131,438,462,610,1,2,1
00014,18D_IA99_OBO,131,605,646,2020,1,2,4
00015,18D_IA99_OBO,131,770,815,3250,2,2,9
00015,18D_IA99_OBO,131,630,668,1775,1,2,4
00016,18D_IA99_OBO,131,693,735,2650,,,8
00016,18D_IA99_OBO,131,509,547,875,2,2,3
00016,18D_IA99_OBO,131,512,550,910,1,2,4
00018,18D_IA99_OBO,131,410,440,525,2,2,1
00018,18D_IA99_OBO,131,415,440,460,2,1,1
00018,18D_IA99_OBO,131,405,433,440,1,2,1
00020,18D_IA99_OBO,131,582,622,1400,2,2,2
00021,18D_IA99_OBO,131,702,742,2300,1,2,5
00021,18D_IA99_OBO,131,570,598,1225,2,2,3
00021,18D_IA99_OBO,131,485,512,775,2,2,2
00021,18D_IA99_OBO,131,817,865,3700,2,2,7
00002,NGA_IA99_OMB,131,795,829,3790,2,2,5
00003,NGA_IA99_OMB,131,170,182,30,1,1,0
00003,NGA_IA99_OMB,131,220,234,70,1,1,0
00003,NGA_IA99_OMB,131,659,697,1930,2,2,3
00003,NGA_IA99_OMB,131,805,856,3900,2,2,7
00003,NGA_IA99_OMB,131,645,691,1930,1,2,3
00003,NGA_IA99_OMB,131,549,583,1240,2,2,3
00003,NGA_IA99_OMB,131,463,493,660,2,2,1
00003,NGA_IA99_OMB,131,582,622,1630,1,2,4
00003,NGA_IA99_OMB,131,575,611,1400,1,1,2
00004,NGA_IA99_OMB,131,756,804,3710,1,2,8
00006,NGA_IA99_OMB,131,676,712,2210,2,2,4
00009,NGA_IA99_OMB,131,687,728,2620,2,2,4
00002,35D_IA99_ONA,131,515,541,907.3,1,2,3
00003,35D_IA99_ONA,131,568,601,1198.1,1,2,4
00003,35D_IA99_ONA,131,406,432,437.86,2,2,3
00004,35D_IA99_ONA,131,560,591,1272.2,1,2,4
00005,35D_IA99_ONA,131,590,596,1317.6,1,2,5
00008,35D_IA99_ONA,131,611,643,1514.6,2,2,4
00016,35D_IA99_ONA,131,396,422,425.70,1,2,1
00017,35D_IA99_ONA,131,489,521,941.8,2,2,1
00002,QMA_IA99_PEK,131,648,689,1925,2,2,5
00006,QMA_IA99_PEK,131,566,605,1450,2,2,4
00006,QMA_IA99_PEK,131,819,866,4850,2,2,6
00007,QMA_IA99_PEK,131,611,651,1700,2,2,3
00013,QMA_IA99_PEK,131,670,711,2130,2,1,5
00001,12D_IA99_PIC,131,549,586,1260,1,2,3
00001,12D_IA99_PIC,131,558,595,1210,2,2,4
00001,12D_IA99_PIC,131,512,542,1000,1,2,3
00001,12D_IA99_PIC,131,533,563,1080,2,2,3
00001,12D_IA99_PIC,131,725,773,2580,2,2,5
00002,12D_IA99_PIC,131,505,542,920,1,2,3
00003,12D_IA99_PIC,131,252,269,99,1,1,1
00003,12D_IA99_PIC,131,490,521,780,1,2,3
00003,12D_IA99_PIC,131,392,415,390,2,2,2
00003,12D_IA99_PIC,131,520,557,920,1,2,5
00004,12D_IA99_PIC,131,525,555,1040,2,2,4
00004,12D_IA99_PIC,131,458,486,640,2,2,3
00004,12D_IA99_PIC,131,307,330,210,1,2,1
00004,12D_IA99_PIC,131,335,360,260,1,2,1
00004,12D_IA99_PIC,131,690,725,2720,2,2,5
00004,12D_IA99_PIC,131,642,675,2120,2,2,5
00004,12D_IA99_PIC,131,466,495,600,1,2,4
00004,12D_IA99_PIC,131,460,489,590,2,2,3
00004,12D_IA99_PIC,131,380,401,340,1,2,2
00004,12D_IA99_PIC,131,381,410,380,1,2,2
00004,12D_IA99_PIC,131,823,864,4060,2,2,10
00004,12D_IA99_PIC,131,621,659,1640,2,2,5
00006,12D_IA99_PIC,131,515,550,880,2,2,4
00006,12D_IA99_PIC,131,645,683,2100,1,2,5
00006,12D_IA99_PIC,131,423,452,580,1,2,3
00007,12D_IA99_PIC,131,472,506,760,2,2,2
00007,12D_IA99_PIC,131,582,612,1280,2,2,3
00007,12D_IA99_PIC,131,700,743,2380,2,2,5
00008,12D_IA99_PIC,131,435,465,600,1,2,3
00008,12D_IA99_PIC,131,555,585,1200,1,2,5
00008,12D_IA99_PIC,131,307,327,200,2,1,1
00008,12D_IA99_PIC,131,465,495,740,2,2,2
00008,12D_IA99_PIC,131,430,460,550,1,2,2
00008,12D_IA99_PIC,131,475,500,720,2,2,2
00008,12D_IA99_PIC,131,738,780,3220,2,2,5
00008,12D_IA99_PIC,131,416,445,500,1,2,2
00008,12D_IA99_PIC,131,415,443,480,2,2,2
00008,12D_IA99_PIC,131,487,515,850,1,2,5
00008,12D_IA99_PIC,131,528,563,1080,2,2,4
00008,12D_IA99_PIC,131,727,772,2990,2,2,5
00008,12D_IA99_PIC,131,627,662,2220,2,2,5
00009,12D_IA99_PIC,131,511,536,960,2,2,4
00009,12D_IA99_PIC,131,520,556,1000,1,2,3
00009,12D_IA99_PIC,131,562,595,1220,2,2,4
00010,12D_IA99_PIC,131,425,443,540,1,2,2
00010,12D_IA99_PIC,131,536,563,1080,1,2,3
00010,12D_IA99_PIC,131,741,783,2950,2,2,5
00011,12D_IA99_PIC,131,485,520,720,2,2,3
00011,12D_IA99_PIC,131,512,545,1000,2,2,5
00011,12D_IA99_PIC,131,462,495,640,1,2,4
00011,12D_IA99_PIC,131,402,440,581,2,2,3
00001,12D_IA99_RAI,131,550,588,1380,1,2,5
00001,12D_IA99_RAI,131,587,623,1420,2,2,4
00001,12D_IA99_RAI,131,699,738,2320,2,2,11
00002,12D_IA99_RAI,131,486,525,820,1,2,3
00002,12D_IA99_RAI,131,419,452,560,1,2,2
00003,12D_IA99_RAI,131,480,518,750,2,2,3
00004,12D_IA99_RAI,131,557,598,1400,1,2,4
00004,12D_IA99_RAI,131,463,501,740,1,2,3
00004,12D_IA99_RAI,131,455,488,660,1,2,2
00004,12D_IA99_RAI,131,800,849,3900,2,2,7
00004,12D_IA99_RAI,131,536,572,1150,1,2,3
00005,12D_IA99_RAI,131,534,570,1100,2,2,3
00005,12D_IA99_RAI,131,575,611,1680,1,2,4
00006,12D_IA99_RAI,131,468,504,690,1,2,3
00006,12D_IA99_RAI,131,458,490,630,2,2,2
00010,12D_IA99_RAI,131,553,590,1120,2,2,3
00010,12D_IA99_RAI,131,486,518,800,1,2,3
00010,12D_IA99_RAI,131,670,761,2230,2,2,5
00011,12D_IA99_RAI,131,625,675,1740,2,2,4
00011,12D_IA99_RAI,131,516,543,840,1,2,3
00011,12D_IA99_RAI,131,700,752,2880,2,2,4
00012,12D_IA99_RAI,131,577,615,1240,2,2,4
00012,12D_IA99_RAI,131,603,642,1480,2,2,4
00013,12D_IA99_RAI,131,683,720,2420,2,2,6
00013,12D_IA99_RAI,131,560,595,1270,2,2,4
00014,12D_IA99_RAI,131,418,448,560,1,2,2
00014,12D_IA99_RAI,131,444,476,630,1,2,3
00014,12D_IA99_RAI,131,819,874,3890,2,2,7
00014,12D_IA99_RAI,131,475,513,740,2,2,3
00014,12D_IA99_RAI,131,509,543,900,2,2,3
00014,12D_IA99_RAI,131,725,774,2810,2,2,8
00015,12D_IA99_RAI,131,502,540,860,2,2,3
00016,12D_IA99_RAI,131,487,516,880,2,2,2
00016,12D_IA99_RAI,131,508,542,1100,1,2,4
00016,12D_IA99_RAI,131,545,587,1060,2,2,3
00016,12D_IA99_RAI,131,528,560,1170,2,2,3
00016,12D_IA99_RAI,131,595,627,1620,2,2,4
00016,12D_IA99_RAI,131,550,579,1120,2,2,3
00016,12D_IA99_RAI,131,498,525,930,1,2,3
00016,12D_IA99_RAI,131,550,581,1100,2,2,3
00016,12D_IA99_RAI,131,505,537,920,1,2,4
00016,12D_IA99_RAI,131,535,567,940,2,2,3
00016,12D_IA99_RAI,131,460,487,660,1,2,2
00016,12D_IA99_RAI,131,480,506,760,1,2,2
00016,12D_IA99_RAI,131,513,544,810,2,2,3
00019,12D_IA99_RAI,131,786,839,3350,2,2,6
00020,12D_IA99_RAI,131,669,707,2390,2,2,6
00020,12D_IA99_RAI,131,515,550,840,2,2,2
00020,12D_IA99_RAI,131,460,495,690,1,2,2
00020,12D_IA99_RAI,131,655,690,2210,2,2,5
00020,12D_IA99_RAI,131,960,1015,5750,2,2,9
00001,23D_IA99_REN,131,629,666,1840.0,1,2,5
00001,23D_IA99_REN,131,600,638,1650.0,1,2,4
00001,23D_IA99_REN,131,560,596,1780.0,1,2,4
00004,23D_IA99_REN,131,800,848,4255.0,2,2,9
00004,23D_IA99_REN,131,631,671,1530.0,1,2,6
00004,23D_IA99_REN,131,470,500,809.23,1,2,2
00004,23D_IA99_REN,131,610,649,1774.78,1,2,5
00004,23D_IA99_REN,131,590,625,1550.0,1,2,3
00004,23D_IA99_REN,131,410,434,521.55,2,1,2
00005,23D_IA99_REN,131,660,697,2000.0,2,2,5
00006,23D_IA99_REN,131,680,716,2124.0,1,2,6
00006,23D_IA99_REN,131,505,533,904.38,1,2,4
00006,23D_IA99_REN,131,415,444,581.24,1,2,3
00007,23D_IA99_REN,131,587,620,1500,1,2,5
00007,23D_IA99_REN,131,490,528,977.11,1,2,2
00007,23D_IA99_REN,131,613,648,1636.15,1,2,4
00011,23D_IA99_REN,131,353,376,304.60,1,2,2
00002,24D_IA99_RIT,131,383,411,366.84,1,2,2
00002,24D_IA99_RIT,131,421,453,492.81,2,2,2
00002,24D_IA99_RIT,131,412,439,441.32,1,2,2
00002,24D_IA99_RIT,131,454,485,656.15,2,2,2
00002,24D_IA99_RIT,131,400,428,437.03,2,2,2
00002,24D_IA99_RIT,131,487,527,764.93,2,2,4
00002,24D_IA99_RIT,131,505,547,877.89,2,2,3
00003,24D_IA99_RIT,131,681,720,2266.31,2,2,8
00003,24D_IA99_RIT,131,405,434,461.34,1,2,2
00003,24D_IA99_RIT,131,358,383,322.70,2,2,1
00003,24D_IA99_RIT,131,447,476,612.59,1,2,3
00004,24D_IA99_RIT,131,445,477,582.46,1,2,3
00006,24D_IA99_RIT,131,622,658,2013.79,2,2,7
00006,24D_IA99_RIT,131,621,658,1652.08,2,2,6
00006,24D_IA99_RIT,131,412,441,504.12,1,2,2
00006,24D_IA99_RIT,131,349,372,329.07,2,2,1
00006,24D_IA99_RIT,131,441,473,573.29,2,2,2
00006,24D_IA99_RIT,131,398,427,358.07,2,2,2
00006,24D_IA99_RIT,131,447,481,592.23,2,2,2
00007,24D_IA99_RIT,131,451,484,605.09,2,2,2
00008,24D_IA99_RIT,131,471,505,743.35,1,2,3
00008,24D_IA99_RIT,131,424,455,484.23,1,2,2
00008,24D_IA99_RIT,131,428,458,493.76,1,2,2
00008,24D_IA99_RIT,131,439,471,534.27,2,2,2
00009,24D_IA99_RIT,131,1075,1115,9400.00,2,2,14
00009,24D_IA99_RIT,131,410,441,455.49,2,2,2
00009,24D_IA99_RIT,131,379,405,359.73,2,2,2
00010,24D_IA99_RIT,131,534,571,1027.25,2,2,5
00010,24D_IA99_RIT,131,435,466,546.22,2,2,2
00010,24D_IA99_RIT,131,405,436,439.22,1,2,2
00010,24D_IA99_RIT,131,456,485,585.91,2,2,2
00011,24D_IA99_RIT,131,425,458,537.73,2,2,2
00012,24D_IA99_RIT,131,461,494,622.26,1,2,3
00004,12D_IA99_ROB,131,560,605,1500,1,,3
00009,12D_IA99_ROB,131,650,690,1550,2,,7
00010,12D_IA99_ROB,131,630,670,1600,2,,5
00010,12D_IA99_ROB,131,520,560,850,1,,4
00012,12D_IA99_ROB,131,715,765,2500,2,,6
00014,12D_IA99_ROB,131,870,915,4600,2,,8
00003,34D_IA99_ROC,131,570,607,1374.5,1,2,3
00003,34D_IA99_ROC,131,635,672,1768.4,2,2,4
00004,34D_IA99_ROC,131,755,793,4000,1,2,6
00004,34D_IA99_ROC,131,560,589,1260.0,2,2,3
00004,34D_IA99_ROC,131,487,508,751.8,1,2,4
00013,34D_IA99_ROC,131,625,667,1918.8,2,2,4
00013,34D_IA99_ROC,131,490,523,861.0,1,2,2
00013,34D_IA99_ROC,131,601,640,1652.4,2,2,3
00013,34D_IA99_ROC,131,648,686,2491.7,2,2,4
00013,34D_IA99_ROC,131,540,577,1058.9,2,2,3
00014,34D_IA99_ROC,131,296,314,169.53,2,1,1
00015,34D_IA99_ROC,131,645,686,2110.8,2,2,4
00015,34D_IA99_ROC,131,533,592,1307.5,1,2,2
00015,34D_IA99_ROC,131,610,652,1681.8,2,2,2
00015,34D_IA99_ROC,131,560,595,1339.8,1,2,3
00016,34D_IA99_ROC,131,502,536,941.90,1,2,2
00001,24D_IA99_SAG,131,635,674,1456.78,1,2,7
00001,24D_IA99_SAG,131,487,520,825.66,1,2,4
00001,24D_IA99_SAG,131,670,708,2405.62,1,2,8
00001,24D_IA99_SAG,131,580,614,1370.71,1,2,7
00001,24D_IA99_SAG,131,518,552,900.91,1,2,3
00001,24D_IA99_SAG,131,519,553,904.65,2,2,3
00001,24D_IA99_SAG,131,464,494,668.21,1,2,3
00001,24D_IA99_SAG,131,481,514,714.89,2,2,2
00001,24D_IA99_SAG,131,903,948,5100,2,2,10
00002,24D_IA99_SAG,131,671,710,1856.06,2,2,6
00002,24D_IA99_SAG,131,686,723,2275.95,1,2,9
00002,24D_IA99_SAG,131,656,691,2117.68,1,2,5
00002,24D_IA99_SAG,131,905,951,5650,2,2,10
00003,24D_IA99_SAG,131,615,653,1543.17,2,2,4
00003,24D_IA99_SAG,131,589,626,1537.63,2,2,4
00003,24D_IA99_SAG,131,849,891,4400.00,2,2,9
00004,24D_IA99_SAG,131,396,422,424.91,1,1,1
00004,24D_IA99_SAG,131,578,613,1459.18,2,2,4
00004,24D_IA99_SAG,131,592,629,1669.26,2,2,4
00004,24D_IA99_SAG,131,681,719,2150.41,1,2,10
00004,24D_IA99_SAG,131,392,416,440.00,1,2,1
00004,24D_IA99_SAG,131,757,803,3244.96,1,2,9
00004,24D_IA99_SAG,131,753,792,3012.68,2,2,10
00004,24D_IA99_SAG,131,956,981,6300.00,2,2,10
00004,24D_IA99_SAG,131,784,825,3781.82,2,2,7
00004,24D_IA99_SAG,131,671,705,2428.70,2,2,4
00005,24D_IA99_SAG,131,669,711,1962.31,2,2,5
00005,24D_IA99_SAG,131,704,741,2144.04,2,2,6
00005,24D_IA99_SAG,131,652,693,2029.15,2,2,5
00005,24D_IA99_SAG,131,566,602,1201.99,1,2,4
00005,24D_IA99_SAG,131,491,520,730.52,2,2,3
00005,24D_IA99_SAG,131,651,688,1997.51,1,2,5
00006,24D_IA99_SAG,131,847,898,4150.00,2,2,9
00006,24D_IA99_SAG,131,552,585,1209.84,2,2,4
00006,24D_IA99_SAG,131,399,427,451.02,1,2,1
00007,24D_IA99_SAG,131,651,688,1714.44,2,2,5
00007,24D_IA99_SAG,131,504,532,897.59,1,2,3
00007,24D_IA99_SAG,131,571,605,1142.31,1,2,5
00007,24D_IA99_SAG,131,521,553,861.81,2,2,4
00007,24D_IA99_SAG,131,451,480,603.85,1,2,2
00007,24D_IA99_SAG,131,507,537,770.61,2,2,4
00007,24D_IA99_SAG,131,565,603,1227.51,1,2,6
00007,24D_IA99_SAG,131,456,486,687.06,1,2,3
00007,24D_IA99_SAG,131,496,528,733.42,1,2,3
00007,24D_IA99_SAG,131,684,725,2188.83,1,2,10
00007,24D_IA99_SAG,131,564,603,1144.44,1,2,6
00007,24D_IA99_SAG,131,436,464,617.73,1,2,3
00007,24D_IA99_SAG,131,532,562,1089.41,2,2,4
00008,24D_IA99_SAG,131,736,775,3024.38,2,2,7
00008,24D_IA99_SAG,131,672,714,2052.92,2,2,6
00008,24D_IA99_SAG,131,468,499,684.20,1,2,3
00008,24D_IA99_SAG,131,546,587,1082.18,1,2,4
00008,24D_IA99_SAG,131,528,559,971.65,1,2,4
00008,24D_IA99_SAG,131,384,410,362.32,1,2,1
00008,24D_IA99_SAG,131,1045,1068,9525.00,2,2,11
00008,24D_IA99_SAG,131,991,1009,6450.00,2,2,8
00009,24D_IA99_SAG,131,522,557,860.92,2,2,3
00009,24D_IA99_SAG,131,474,501,670.64,1,2,2
00009,24D_IA99_SAG,131,469,497,652.84,2,2,2
00009,24D_IA99_SAG,131,581,612,1250.24,2,2,4
00010,24D_IA99_SAG,131,734,769,3255.99,2,2,7
00010,24D_IA99_SAG,131,632,670,1952.45,2,2,5
00010,24D_IA99_SAG,131,702,741,2548.10,2,2,6
00010,24D_IA99_SAG,131,645,678,1785.07,2,2,4
00010,24D_IA99_SAG,131,630,671,1589.92,1,2,6
00010,24D_IA99_SAG,131,537,572,940.53,2,2,3
00010,24D_IA99_SAG,131,470,503,727.61,1,2,4
00010,24D_IA99_SAG,131,464,492,634.75,1,2,3
00010,24D_IA99_SAG,131,347,376,196.05,1,1,1
00011,24D_IA99_SAG,131,496,531,842.22,1,2,3
00011,24D_IA99_SAG,131,437,466,573.03,1,2,2
00011,24D_IA99_SAG,131,518,551,891.06,1,2,4
00011,24D_IA99_SAG,131,529,558,1018.45,2,2,4
00011,24D_IA99_SAG,131,596,632,1479.31,2,2,4
00011,24D_IA99_SAG,131,575,607,1279.60,2,2,4
00011,24D_IA99_SAG,131,520,556,886.25,1,2,3
00011,24D_IA99_SAG,131,585,616,1400.55,2,2,4
00012,24D_IA99_SAG,131,775,819,3237.99,1,2,8
00012,24D_IA99_SAG,131,701,736,2352.34,1,2,12
00012,24D_IA99_SAG,131,735,778,2990.98,1,2,9
00012,24D_IA99_SAG,131,577,602,1353.50,1,2,7
00012,24D_IA99_SAG,131,651,691,1916.63,1,2,5
00012,24D_IA99_SAG,131,629,669,1148.35,1,2,7
00012,24D_IA99_SAG,131,591,629,1353.21,1,2,5
00001,25D_IA99_SIS,131,565,595,1474.5,1,2,5
00001,25D_IA99_SIS,131,556,591,1224.2,2,2,3
00002,25D_IA99_SIS,131,465,495,730.2,2,2,2
00004,25D_IA99_SIS,131,830,867,4118.5,2,2,11
00005,25D_IA99_SIS,131,639,678,2091.5,2,2,3
00005,25D_IA99_SIS,131,772,812,3796.38,2,2,6
00007,25D_IA99_SIS,131,640,681,2428.1,2,2,7
00007,25D_IA99_SIS,131,738,779,3351.43,2,2,7
00008,25D_IA99_SIS,131,428,454,588.34,2,1,2
00009,25D_IA99_SIS,131,472,502,787.2,1,2,3
00009,25D_IA99_SIS,131,558,594,1292.5,1,2,4
00010,25D_IA99_SIS,131,536,570,1156.4,2,2,4
00010,25D_IA99_SIS,131,512,546,1053.0,1,2,4
00011,25D_IA99_SIS,131,548,583,1409.5,1,2,3
00011,25D_IA99_SIS,131,547,577,1358.7,1,2,4
00011,25D_IA99_SIS,131,614,647,2021.6,2,2,5
00001,45D_IA99_SKO,131,541,578,1125.83,1,2,3
00002,45D_IA99_SKO,131,490,519,783.13,2,2,2
00004,45D_IA99_SKO,131,539,570,1114.76,1,2,4
00006,45D_IA99_SKO,131,547,584,1242.11,1,2,3
00009,45D_IA99_SKO,131,656,706,2332.25,1,2,7
00009,45D_IA99_SKO,131,654,696,2214.92,2,2,5
00009,45D_IA99_SKO,131,600,638,1743.82,2,2,4
00009,45D_IA99_SKO,131,616,650,2061.40,1,2,5
00010,45D_IA99_SKO,131,640,690,2650.51,1,2,6
00010,45D_IA99_SKO,131,587,629,1599.19,,,2
00011,45D_IA99_SKO,131,815,856,3550,2,2,6
00011,45D_IA99_SKO,131,637,675,2327.65,2,2,3
00011,45D_IA99_SKO,131,832,872,3800,2,2,8
